Store_ID,Store_Name,Ownership_Type,Street_Address,City,State,Country,Postcode,Phone_Number,Timezone,Longitude,Latitude,Revenue,Profits,Gross_Profit_Margin,Number_of_Employees,Customers,Best_Selling_Item
22471-220904,King Soopers - Craig #415,Licensed,505 W. Victory Way,Craig,CO,US,81625,,GMT-07:00 America/Denver,-107.55,40.51,26.107,3.853,5.397,82,10369,Caramel Latte (Medium)
27708-240564,Auraria Tivoli - Student Union,Licensed,900 Auraria Parkway,Denver,CO,US,80204,3035563700,GMT-07:00 America/Denver,-105.01,39.75,22.333,6.211,-1.796,71,22898,Caramel Latte (Large)
14637-113173,Hwy 381 & Hwy 92,Company Owned,8655 Hiram Acworth Hwy,Dallas,GA,US,301576599,678-574-0556,GMT-05:00 America/New_York,-84.75,34.01,31.104,4.865,5.826,96,11216,Hazelnut Latte (Small)
47957-259865,Kroger Dallas #673,Licensed,455 Nathan Dean Blvd,Dallas,GA,US,30132,770-443-0811,GMT-05:00 America/New_York,-84.82,33.91,47.699,11.854,-0.730,143,20057,Hazelnut Latte (Medium)
13407-106853,Cleveland Hwy & North By-Pass,Company Owned,1305 N Glenwood Ave,Dalton,GA,US,307212605,706-428-0380,GMT-05:00 America/New_York,-84.96,34.8,25.916,1.465,10.549,81,1628,Hazelnut Latte (Large)
79479-99189,Kroger - Dalton #458,Licensed,1365 W Walnut Ave,Dalton,GA,US,307203857,706-270-0843,GMT-05:00 America/New_York,-84.99,34.76,44.570,9.270,3.293,134,16166,French Vanilla Latte (Small)
49732-251700,Kroger Dawsonville #670,Licensed,378 Marketplace Parkway,Dawsonville,GA,US,30534,4703751989,GMT-05:00 America/New_York,-84.05,34.35,34.278,5.712,5.651,105,12196,French Vanilla Latte (Medium)
79316-100124,Kroger - Decatur #459,Licensed,2875 North Decatur Blvd,Decatur,GA,US,300335911,404-294-5311,GMT-05:00 America/New_York,-84.27,33.79,18.915,4.885,-0.694,61,20991,French Vanilla Latte (Large)
27607-218265,N Decatur & Church,Company Owned,2601 N Decatur Rd,Decatur,GA,US,30030,4048589955,GMT-05:00 America/New_York,-84.29,33.79,18.914,1.635,6.453,61,4501,Latte with Sugar Free French Vanilla Syrup (Small)
8206-816,Decatur Square,Company Owned,133 East Court Square,Decatur,GA,US,300302561,4043711104,GMT-05:00 America/New_York,-84.3,33.78,29.056,4.370,5.828,90,10638,Latte with Sugar Free French Vanilla Syrup (Medium)
47267-251698,Kroger - Decatur #475,Licensed,"4919 Flat Shoals Parkway, ste 100",Decatur,GA,US,30034,7703228984,GMT-05:00 America/New_York,-84.23,33.68,20.084,2.298,5.618,65,7184,Latte with Sugar Free French Vanilla Syrup (Large)
9703-97484,Chapel Hill Rd @ I-20,Company Owned,"2736 Chapel Hill Rd, Bldg C",Douglasville,GA,US,301351704,678-838-7725,GMT-05:00 America/New_York,-84.74,33.73,19.536,4.396,0.710,63,17804,Nonfat Latte (Small)
21063-101700,Waimalu Shopping Center,Company Owned,"98-1277 Kaahumanu Street, Building E, Unit 7, Laulani Village",Aiea,HI,US,967015314,808-484-5802,GMT-10:00 Pacific/Honolulu,-157.95,21.39,45.377,4.528,14.154,137,5778,Nonfat Latte (Medium)
18818-161204,Keaunui & Ft Weaver,Company Owned,"91-1105 Keaunui Drive, #500",Ewa Beach,HI,US,967066363,808-685-6922,GMT-10:00 Pacific/Honolulu,-158.02,21.33,17.341,1.502,5.912,57,4513,Nonfat Latte (Large)
18395-173858,Safeway-Ewa #2897,Licensed,91-1119 Keaunui St,Ewa Beach,HI,US,96706,808-683-3200,GMT-10:00 Pacific/Honolulu,-158.02,21.33,24.273,5.475,0.854,76,17855,Nonfat Caramel Latte (Small)
1563-152524,Safeway-Hilo #2893,Licensed,381 E  Makaala St,Hilo,HI,US,967205146,808-920-8870,GMT-10:00 Pacific/Honolulu,-155.07,19.7,38.655,3.398,13.067,118,4639,Nonfat Caramel Latte (Medium)
21039-85523,Prince Kuhio Plaza Mall,Company Owned,111 East Puainako Street,Hilo,HI,US,967205288,808-959-2492,GMT-10:00 Pacific/Honolulu,-155.06,19.7,41.518,2.305,16.994,126,1529,Nonfat Caramel Latte (Large)
21035-83560,Downtown Hilo on Kilauea Ave,Company Owned,438 Kilauea Ave,Hilo,HI,US,967203010,808-933-3094,GMT-10:00 Pacific/Honolulu,-155.08,19.72,17.800,3.319,2.157,58,14100,Nonfat Hazelnut Latte (Small)
15774-152526,Target Hilo T-2682,Licensed,391 Makaala St,Hilo,HI,US,96720,,GMT-10:00 Pacific/Honolulu,-155.07,19.7,28.162,6.320,1.062,88,17744,Nonfat Hazelnut Latte (Medium)
21274-210427,Waikiki Shopping Plaza,Company Owned,"2250 Kalakaua Avenue, 680 Ala Moana",Honolulu,HI,US,96815,8089220703,GMT-10:00 Pacific/Honolulu,-157.83,21.28,25.485,2.467,8.117,80,5492,Nonfat Hazelnut Latte (Large)
17849-167687,Ala Moana & Coral,Company Owned,"680 Ala Moana Blvd., A101",Honolulu,HI,US,968135406,808-521-2112,GMT-10:00 Pacific/Honolulu,-157.86,21.3,42.677,2.556,17.056,129,1950,Nonfat French Vanilla Latte (Small)
21032-65366,Macy's Ala Moana Center - L2,Company Owned,"1450 Ala Moana Boulevard, 1000, Honolulu International Airport",Honolulu,HI,US,968144604,808-943-2437,GMT-10:00 Pacific/Honolulu,-157.84,21.29,47.953,9.019,5.641,144,14257,Nonfat French Vanilla Latte (Medium)
3883-108573,Little Rock AFB - Troop Store,Licensed,787 6th St.,"Little Rock,",AR,US,720994947,5013495556,GMT-06:00 America/Chicago,-92.15,34.9,46.060,4.674,14.194,139,5943,Nonfat French Vanilla Latte (Large)
11709-104595,Maumelle & Audubon,Company Owned,105 Commons Drive,Maumelle,AR,US,721137266,501-803-3576,GMT-06:00 America/Chicago,-92.4,34.85,33.984,9.891,-3.699,104,24139,Nonfat Latte with Sugar Free French Vanilla Syrup (Small)
28934-248986,Harp's Marketplace #91,Licensed,924 Highway 62 East,Mountain Home,AR,US,72653,870-425-0117,GMT-06:00 America/Chicago,-92.37,36.35,33.841,2.956,11.481,104,4585,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium)
25530-239094,JFK and North Hills,Company Owned,7129 JFK Blvd,North Little Rock,AR,US,72116,15016906059,GMT-06:00 America/Chicago,-92.23,34.82,44.784,11.913,-2.410,135,21738,Nonfat Latte with Sugar Free French Vanilla Syrup (Large)
9813-97844,JFK & McCain,Company Owned,4824 JFK,North LIttle Rock,AR,US,72116,501-812-0913,GMT-06:00 America/Chicago,-92.25,34.8,48.689,8.021,8.228,146,12015,Mocha (Small)
10422-100877,Walnut & 46th,Company Owned,4520 W Walnut,Rogers,AR,US,72756,479-936-8250,GMT-06:00 America/Chicago,-94.18,36.33,19.448,2.464,4.915,63,8362,Mocha (Medium)
70343-138924,Target Rogers T-2498,Licensed,"2404 Promenade Blvd, Tuscany Square",Rogers,AR,US,727589080,(479) 986-1100,GMT-06:00 America/Chicago,-94.17,36.3,39.212,9.985,-1.128,119,20645,Mocha (Large)
10485-100878,I-540 & Pleasant Grove,Company Owned,2605 W Pleasant Grove Road,Rogers,AR,US,727585802,479-986-8875,GMT-06:00 America/Chicago,-94.15,36.28,37.900,9.094,0.134,115,19235,Mocha with Nonfat Milk (Small)
18208-176368,Promenade & New Hope,Company Owned,"2003 Promenade Blvd, Suite 101",Rogers,AR,US,72758,4796360386,GMT-06:00 America/Chicago,-94.18,36.31,43.089,3.013,16.270,130,2913,Mocha with Nonfat Milk (Medium)
11743-104981,Weir & Parkway,Company Owned,2220 East Parkway,Russellville,AR,US,72802,(479) 967-2488,GMT-06:00 America/Chicago,-93.11,35.28,40.695,6.792,6.685,123,12222,Mocha with Nonfat Milk (Large)
17694-116730,Harding University,Licensed,"211 Dr Jimmy Carr Drive, E Race and Rand",Searcy,AR,US,72149,501-279-5757,GMT-06:00 America/Chicago,-91.73,35.25,45.053,7.035,8.465,136,11190,Caramel Mocha (Small)
25831-241311,E Race and Rand,Company Owned,3243 E Race Ave,Searcy,AR,US,72143,5013220591,GMT-06:00 America/Chicago,-91.69,35.25,17.873,1.792,5.555,58,5828,Caramel Mocha (Medium)
29087-251505,Sunset & Reiff,Company Owned,4224 W Sunset,Springdale,AR,US,72762,4796444768,GMT-06:00 America/Chicago,-94.18,36.18,16.953,2.547,3.407,56,10621,Caramel Mocha (Large)
20391-179504,N. State Line Ave & Arkansas Blvd.,Company Owned,3912 N State Line Ave,Texarkana,AR,US,71854,8707799722,GMT-06:00 America/Chicago,-94.04,33.46,28.905,3.592,7.458,90,8130,Nonfat Caramel Mocha (Small)
26672-244125,Fayetteville and Rena Rd,Company Owned,2034 Fayetteville Rd,Van Buren,AR,US,72956,4797555650,GMT-06:00 America/Chicago,-94.36,35.47,32.523,4.650,7.054,100,9926,Nonfat Caramel Mocha (Medium)
72898-74393,Hy Vee Foods-Ames #2,Licensed,640 Lincoln Way,Ames,IA,US,500106911,515-232-1961,GMT-06:00 America/Chicago,-93.62,42.02,34.618,6.997,3.004,106,15603,Nonfat Caramel Mocha (Large)
72997-74399,Hy-Vee - Ankeny #1,Licensed,410 N Ankeny,Ankeny,IA,US,500231753,515-964-0900,GMT-06:00 America/Chicago,-93.6,41.73,32.887,7.905,0.086,101,19276,Hot Chocolate (Small)
21477-212024,Hy-Vee @ Ankeny #2,Licensed,2510 SW State St,Ankeny,IA,US,50023,515-963-3130,GMT-06:00 America/Chicago,-93.62,41.71,16.739,2.835,2.658,55,12461,Hot Chocolate (Medium)
72188-20782,Super Target Ankeny ST-1767,Licensed,2135 SE Delaware Ave,Ankeny,IA,US,500214592,515-964-9000,GMT-06:00 America/Chicago,-93.58,41.71,29.717,1.594,12.287,92,1348,Hot Chocolate (Large)
9266-96097,Delaware & Shurfine - Ankeny,Company Owned,"1745 SE Delaware Ave., 100/200",Ankeny,IA,US,500213964,515-963-9253,GMT-06:00 America/Chicago,-93.58,41.71,28.128,2.931,8.500,88,6203,Hot Chocolate with Nonfat Milk (Small)
9353-214189,Kimberly & Middle Rd,Company Owned,931 Middle Road.,Bettendorf,IA,US,52722,5633591110,GMT-06:00 America/Chicago,-90.52,41.54,40.546,2.677,15.659,123,2537,Hot Chocolate with Nonfat Milk (Medium)
73744-103865,Hy-Vee - Bettendorf #1,Licensed,2900 Devils Glen Rd,Bettendorf,IA,US,527223363,5633328496,GMT-06:00 America/Chicago,-90.48,41.55,23.799,7.007,-2.768,75,24465,Hot Chocolate with Nonfat Milk (Large)
26717-245064,Agency and Roosevelt - Burlington,Company Owned,3200 Agency St,Burlington,IA,US,52601,3198506376,GMT-06:00 America/Chicago,-91.14,40.82,39.639,11.071,-3.290,120,23011,Regular Iced Coffee (Small)
8951-95343,6421 University Ave - Cedar Falls,Company Owned,"6421 University Ave., Space C",Cedar Falls,IA,US,506135100,319-277-7140,GMT-06:00 America/Chicago,-92.44,42.51,31.452,4.864,6.013,97,11048,Regular Iced Coffee (Medium)
3867-140227,Target Cedar Falls - T-2526,Licensed,214 Viking Plaza Drive,Cedar Falls,IA,US,506136936,(319) 553-1120,GMT-06:00 America/Chicago,-92.46,42.47,42.112,6.024,9.126,127,9933,Regular Iced Coffee (Large)
3209-247424,210 W. Ironwood Drive,Company Owned,210 W. Ironwood Drive,Couer d'Alene,ID,US,83814,2087654684,GMT-08:00 America/Los_Angeles,-116.79,47.69,37.053,5.416,7.775,113,10233,Caramel Iced Coffee (Small)
73690-128388,Albertsons -- Eagle #182,Licensed,250 South Eagle Rd,Eagle,ID,US,836165906,208-939-9850,GMT-07:00 America/Denver,-116.35,43.69,33.318,5.706,5.153,102,12641,Caramel Iced Coffee (Medium)
3236-251306,Hwy 44 and Edgewood - Eagle,Company Owned,1598 E. Riverside Dr.,Eagle,ID,US,83616,2089380630,GMT-07:00 America/Denver,-116.33,43.69,38.210,11.449,-4.882,116,24965,Caramel Iced Coffee (Large)
4130-104219,Albertsons - Emmett #126,Licensed,640 Highway 16,Emmett,ID,US,836179461,208-365-4420,GMT-07:00 America/Denver,-116.49,43.86,39.107,10.076,-1.386,119,20936,Hazelnut Iced Coffee (Small)
10732-98969,Glenwood & Chinden- Boise,Company Owned,4971 N. Glenwood St.,Garden City,ID,US,837141325,208-375-0447,GMT-07:00 America/Denver,-116.28,43.65,17.295,2.027,4.733,57,7449,Hazelnut Iced Coffee (Medium)
73573-77223,Albertsons-Hailey #130,Licensed,911 Main Street N,Hailey,ID,US,833338608,208-788-6709,GMT-07:00 America/Denver,-114.32,43.53,39.791,6.909,5.946,121,12869,Hazelnut Iced Coffee (Large)
11122-102163,"Corner Stone Plaza- Hayden, ID",Company Owned,"540 W. Prairie Avenue, 100",Hayden,ID,US,838157766,208-762-7069,GMT-08:00 America/Los_Angeles,-116.79,47.74,34.523,7.484,1.882,106,17010,French Vanilla Iced Coffee (Small)
79335-100336,Fred Meyer - Idaho Falls #156,Licensed,1555 Northgate Mile,Idaho Falls,ID,US,834012014,208-535-2520,GMT-07:00 America/Denver,-112.02,43.51,45.979,10.217,1.957,139,17532,French Vanilla Iced Coffee (Medium)
11844-104431,I-15 & Broadway- Idaho Falls,Company Owned,157 Houston Circle,Idaho Falls,ID,US,834025089,208-522-1974,GMT-07:00 America/Denver,-112.05,43.5,20.255,2.214,5.892,65,6695,French Vanilla Iced Coffee (Large)
49105-103574,Albertsons - Idaho Falls #138,Licensed,590 East 17th St,Idaho Falls,ID,US,83404,2085230950,GMT-07:00 America/Denver,-112.02,43.48,32.166,6.071,3.737,99,14319,Iced Coffee with Sugar Free French Vanilla Syrup (Small)
10448-98526,Champaign - N Prospect Ave,Company Owned,2702 North Prospect,Champaign,IL,US,618221298,217-398-0821,GMT-06:00 America/Chicago,-88.26,40.15,47.689,11.921,-0.883,143,20197,Iced Coffee with Sugar Free French Vanilla Syrup (Medium)
21677-74483,Unv of Illinois Champaign-Bookstore,Licensed,809 S Wright St,Champaign,IL,US,618206219,2172441775,GMT-06:00 America/Chicago,-88.23,40.11,18.449,4.194,0.578,60,18022,Iced Coffee with Sugar Free French Vanilla Syrup (Large)
9706-96992,Champaign - 5th & Green,Company Owned,503 E. Green Street,Champaign,IL,US,618205719,217-344-8613,GMT-06:00 America/Chicago,-88.23,40.11,48.424,12.536,-1.846,145,21053,Iced Mocha (Small)
25140-240095,South Neil & Carriage Center,Company Owned,2011 S. Neil St.,Champaign,IL,US,61820,2177223209,GMT-06:00 America/Chicago,-88.25,40.09,26.498,1.548,10.676,83,1809,Iced Mocha (Medium)
13613-106969,Charleston-Lincoln & E St,Company Owned,437 W Lincoln Avenue,Charleston,IL,US,619203022,217 345 5553,GMT-06:00 America/Chicago,-88.19,39.48,46.448,11.469,-0.547,140,19904,Iced Mocha (Large)
15963-166069,Target Chicago T-2781,Licensed,1101 W Jackson Blvd,Chicago,IL,US,606072905,312-279-3340,GMT-06:00 America/Chicago,-87.65,41.88,17.082,4.022,0.229,56,18804,Iced Mocha with Nonfat Milk (Small)
2877-88641,Washington & Clinton,Company Owned,40 N. Clinton St.,Chicago,IL,US,60661,312/463-0331,GMT-06:00 America/Chicago,-87.64,41.88,37.224,10.682,-3.719,113,23749,Iced Mocha with Nonfat Milk (Medium)
202-161424,Oak & Rush,Company Owned,1003 N Rush Street,Chicago,IL,US,60611,3129515436,GMT-06:00 America/Chicago,-87.63,41.9,22.673,3.826,3.631,72,12402,Iced Mocha with Nonfat Milk (Large)
76178-93198,Target Chicago T-1879,Licensed,4433 S Pulaski,Chicago,IL,US,606324010,773-579-2120,GMT-06:00 America/Chicago,-87.72,41.81,35.195,9.714,-2.666,108,22695,Iced Caramel Mocha (Small)
75762-95258,"ORD OHare Terminal 3, Baggage Claim",Licensed,Circular Building #6,Chicago,IL,US,60666,773-686-6180,GMT-06:00 America/Chicago,-87.9,41.98,34.053,8.048,0.392,104,18888,Iced Caramel Mocha (Medium)
2659-66300,State Rd 135 & Stonegate,Company Owned,"1011 N. State Rd 135, Greenwood Park",Greenwood,IN,US,461421355,3178832772,GMT-05:00 America/Indianapolis,-86.16,39.63,46.584,12.325,-2.360,140,21600,Iced Caramel Mocha (Large)
28536-249966,Teavana - Greenwood Park,Company Owned,"1251 US Highway 31 N., #C10A, Greenwood Park Mall",Greenwood,IN,US,46142,317-883-3283,GMT-05:00 America/Indianapolis,-86.13,39.63,29.040,1.778,11.520,90,2079,Iced Nonfat Caramel Mocha (Small)
13529-105327,Greenwood Park Mall,Company Owned,"1251 U.S. Highway 31 North, D07, Shoppes at Meridians Market",Greenwood,IN,US,461424503,317-865-1452,GMT-05:00 America/Indianapolis,-86.12,39.63,36.954,2.744,13.601,113,3329,Iced Nonfat Caramel Mocha (Medium)
13949-109207,SR 135 & Faith,Company Owned,311 S. State Rd 135,Greenwood,IN,US,461421423,317-859-8926,GMT-05:00 America/Indianapolis,-86.16,39.61,48.570,2.887,19.459,146,1907,Iced Nonfat Caramel Mocha (Large)
25514-241210,"Indianapolis & Interstate, Hammond",Company Owned,7843 Indianapolis Blvd,Hammond,IN,US,46324,2193020738,GMT-06:00 America/Chicago,-87.48,41.57,46.541,9.602,3.609,140,16006,Frappé Mocha (Small)
76221-90437,Target Highland T-731,Licensed,10451 Indianapolis Blvd,Highland,IN,US,463223511,219-924-1527,GMT-06:00 America/Chicago,-87.47,41.52,45.004,2.608,18.179,136,1763,Frappé Mocha (Medium)
2760-77380,56th & Lafayette,Company Owned,"5550 Lafayette, Castleton Square Mall",Indianapolis,IN,US,462541697,317-328-0247,GMT-05:00 America/Indianapolis,-86.26,39.85,27.482,5.575,2.340,86,15675,Frappé Mocha (Large)
19031-196084,Castleton Square Mall Kiosk,Company Owned,6020 East 82nd Street,Indianapolis,IN,US,46250,3178427480,GMT-05:00 America/Indianapolis,-86.07,39.91,18.935,1.213,7.395,61,2348,Frappé Caramel (Small)
13618-97252,Kessler & Michigan,Company Owned,"1950 W Kessler Blvd, Suite 1",Indianapolis,IN,US,462281880,317-257-2031,GMT-05:00 America/Indianapolis,-86.2,39.86,32.936,9.276,-2.904,101,23237,Frappé Caramel (Medium)
75958-101096,Hyatt Regency-Indianapolis-Lobby,Licensed,"1 S Capitol Ave, Circle Tower Building",Indianapolis,IN,US,462042728,317-616-6106,GMT-05:00 America/Indianapolis,-86.16,39.77,33.291,9.452,-3.103,102,23457,Frappé Caramel (Large)
15945-162844,Fort Hays State University,Licensed,700 College Drive,Hays,KS,US,676014009,285-628-5396,GMT-06:00 America/Chicago,-99.34,38.87,40.352,10.551,-1.768,122,21302,Frappé Chocolate Chip (Small)
29012-251545,Dillons - Hays #61,Licensed,1902 Vine St,Hays,KS,US,67601,785-628-6137,GMT-06:00 America/Chicago,-99.32,38.88,26.703,4.054,5.271,83,10776,Frappé Chocolate Chip (Medium)
19880-197704,Dillons - Hutchinson #97,Licensed,3200 East Plaza East Drive,Hutchinson,KS,US,67502,620-665-5579,GMT-06:00 America/Chicago,-97.92,38.11,36.823,2.135,14.873,112,1765,Frappé Chocolate Chip (Large)
8610-93709,17th & Lorraine,Company Owned,1502 E. 17th Ave.,Hutchinson,KS,US,675011113,620-669-5361,GMT-06:00 America/Chicago,-97.9,38.07,36.109,3.397,11.716,110,5231,Blueberry Pomegranate Smoothie (Small)
19226-192745,Junction City - I70 & Chestnut,Company Owned,814 E. Chestnut Street,Junction City,KS,US,66441,7852230137,GMT-06:00 America/Chicago,-96.82,39.02,15.326,2.123,3.474,51,9499,Blueberry Pomegranate Smoothie (Medium)
23752-203465,"Price Chopper - Kansas City, KS #6",Licensed,7600 State Avenue,Kansas City,KS,US,66112,913-999-8298,GMT-06:00 America/Chicago,-94.76,39.12,35.899,6.203,5.431,110,12788,Blueberry Pomegranate Smoothie (Large)
20830-207104,10620 Parallel Prkwy-KCK Speedway,Company Owned,"10620 Parallel Pkwy, TBD",Kansas City,KS,US,66109,9133281078,GMT-06:00 America/Chicago,-94.83,39.13,28.664,1.852,11.158,89,2403,Strawberry Banana Smoothie (Small)
76725-102051,Target Kansas City T-2222,Licensed,10900 Stadium Pkwy,Kansas City,KS,US,661118100,913-905-0316,GMT-06:00 America/Chicago,-94.83,39.13,46.934,13.514,-4.789,141,23842,Strawberry Banana Smoothie (Medium)
72838-92967,Dillon Food Store-Lawrence #70,Licensed,1015 W 23rd,Lawrence,KS,US,660464412,785-841-3366,GMT-06:00 America/Chicago,-95.25,38.94,29.899,4.441,6.119,93,10459,Strawberry Banana Smoothie (Large)
18519-174524,"Bauer Farms, W. 6th Street",Company Owned,4701 Bauer Farm Drive,Lawrence,KS,US,660499085,7858383730,GMT-06:00 America/Chicago,-95.3,38.97,42.792,7.247,6.798,129,12458,Mango Pineapple Smoothie (Small)
75644-78743,New Orleans Marriott Convention Ctr,Licensed,"800 Convention Center Blvd, The Shops at Canal Place",New Orleans,LA,US,701301753,504-613-2888,GMT-06:00 America/Chicago,-90.06,29.94,15.915,1.455,5.257,53,4976,Mango Pineapple Smoothie (Medium)
6298-1753,Canal Place,Company Owned,"333 Canal St., Suite 2070   Room 129 & 129A",New Orleans,LA,US,701301108,5045661223,GMT-06:00 America/Chicago,-90.07,29.95,37.117,4.438,9.961,113,7679,Mango Pineapple Smoothie (Large)
72117-3469,Sheraton Lobby,Licensed,500 Canal Street,New Orleans,LA,US,701302306,504-525-2500,GMT-06:00 America/Chicago,-90.07,29.95,31.328,8.873,-2.872,97,23389,Vanilla Shake (Small)
6314-6908,Magazine & Washington,Company Owned,2801 Magazine Street,New Orleans,LA,US,701152261,504/897-4944,GMT-06:00 America/Chicago,-90.08,29.93,44.154,12.329,-3.659,133,23006,Vanilla Shake (Medium)
16183-100139,Hyatt New Orleans,Licensed,601 Loyola Ave,New Orleans,LA,US,70113,504-587-4118,GMT-06:00 America/Chicago,-90.08,29.95,20.106,5.257,-0.880,65,21300,Vanilla Shake (Large)
13253-106320,Jefferson Hwy & Upstream St,Company Owned,9301 Jefferson Hwy,River Ridge,LA,US,701232805,504-738-3373,GMT-06:00 America/Chicago,-90.21,29.95,29.055,6.856,0.357,90,18854,Strawberry Shake (Small)
10375-99782,I-20 & Cooktown,Company Owned,1200 Cooktown Rd,Ruston,LA,US,712703139,318-255-9219,GMT-06:00 America/Chicago,-92.65,32.54,24.018,4.276,3.358,76,13289,Strawberry Shake (Medium)
78073-106971,Barksdale AFB,Licensed,Barksdale AFB,Shreveport,LA,US,71110,3186550565,GMT-06:00 America/Chicago,-93.66,32.51,39.505,9.572,-0.064,120,19461,Strawberry Shake (Large)
18029-182674,Kroger Shreveport # 539,Licensed,6652 Youree Dr,Shreveport,LA,US,71105,318-795-9944,GMT-06:00 America/Chicago,-93.72,32.45,21.969,6.409,-2.424,70,24205,Chocolate Shake (Small)
47251-251624,Kroger - Shreveport #533,Licensed,9484 Ellerbe Road,Shreveport,LA,US,71106,3185176972,GMT-06:00 America/Chicago,-93.73,32.39,20.123,1.031,8.425,65,1119,Chocolate Shake (Medium)
11848-105625,"Beverly, 242 Elliott St",Company Owned,242 Elliott St.,Beverly,MA,US,19152419,978-927-0748,GMT-05:00 America/New_York,-70.89,42.56,39.580,10.700,-2.507,120,22153,Chocolate Shake (Large)
8650-20641,Billerica,Company Owned,"199 Boston Road, Unit 15",Billerica,MA,US,18622328,978-436-9180,GMT-05:00 America/New_York,-71.29,42.58,20.307,1.661,7.136,65,4054,Shamrock Shake (Medium)
22253-218826,1304 Commonwealth Ave.,Company Owned,1304 Commonwealth Avenue,Boston,MA,US,2134,6175661074,GMT-05:00 America/New_York,-71.13,42.35,15.771,3.640,0.374,52,18355,Shamrock Shake (Large)
7544-27387,755 Boylston St,Company Owned,"755 Boylston Street, Trilogy",Boston,MA,US,21162618,617-450-0310,GMT-05:00 America/New_York,-71.08,42.35,34.105,6.474,3.881,105,14424,McFlurry with M&M’s Candies (Small)
11726-105182,Fenway Triangle Trilogy,Company Owned,142-148 Brookline Avenue,Boston,MA,US,22153907,6178676545,GMT-05:00 America/New_York,-71.1,42.34,39.419,9.914,-0.862,120,20344,McFlurry with M&M’s Candies (Medium)
25967-242726,Smiths Fort Mohave #473,Licensed,4747 Highway 95,Fort Mohave,AZ,US,86426,9283303700,GMT+000000 America/Phoenix,-114.6,35.02,21.551,3.344,4.095,69,11097,McFlurry with M&M’s Candies (Snack)
74975-101172,Safeway - Fort Mohave #1474,Licensed,4823 S Hwy 95,Fort Mohave,AZ,US,864268314,928-704-4433,GMT+000000 America/Phoenix,-114.6,35.02,16.385,1.435,5.550,54,4610,McFlurry with Oreo Cookies (Small)
5586-1312,E. Palisades & Ave of the Fountain,Company Owned,"16425 E. Palisades Blvd., Suite 101",Fountain Hills,AZ,US,852683754,480-816-6969,GMT+000000 America/Phoenix,-111.73,33.61,34.332,8.798,-1.110,105,20800,McFlurry with Oreo Cookies (Medium)
74539-65039,Safeway - Fountain Hills #1291,Licensed,13733 Fountain Hills Blvd,Fountain Hills,AZ,US,852683730,480-837-0287,GMT+000000 America/Phoenix,-111.73,33.61,22.208,6.406,-2.292,71,23893,McFlurry with Oreo Cookies (Snack)
20344-204610,Target Fountain Hills T-1432,Licensed,16825 E. Shea Boulevard,Fountain Hills,AZ,US,85268,480-837-8557,GMT+000000 America/Phoenix,-111.72,33.57,48.745,7.053,10.387,146,10091,McFlurry with Reese's Peanut Butter Cups (Medium)
76302-96624,Super Target Gilbert ST-1960,Licensed,3931 S Gilbert Rd,Gilbert,AZ,US,852972004,480-281-0201,GMT+000000 America/Phoenix,-111.79,33.28,20.229,2.844,4.494,65,9696,McFlurry with Reese's Peanut Butter Cups (Snack)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
