"","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms"
"712",712,194500,0.17,0,40,37600,0,0,2,2,2,1504,0,1.5,6
"713",713,279000,0.39,0,14,58400,0,1,2,2,3,2473,1,3.5,7
"714",714,183000,0.31,0,35,47600,0,0,2,2,3,2072,1,2.5,8
"715",715,195000,0.03,0,18,19200,0,1,2,2,3,1480,1,2.5,7
"716",716,470000,0.17,0,135,99000,0,0,2,2,3,2096,2,2.5,8
"717",717,167000,0.11,0,80,50400,0,0,2,3,3,1050,0,1,6
"718",718,309278,0.02,0,17,18000,0,1,2,2,3,1650,1,2.5,5
"719",719,217500,0.34,0,26,92300,0,1,2,2,3,1596,0,1.5,6
"720",720,200000,0.17,0,44,99000,0,0,2,3,3,979,0,2,8
"721",721,199995,0.16,0,18,53800,0,1,2,2,3,1393,0,1.5,6
"722",722,179000,0.46,0,44,70200,0,0,2,2,3,864,0,1,7
"723",723,329000,1,0,1,106800,0,1,2,2,2,2744,0,2.5,10
"724",724,374900,0.06,0,15,46600,0,1,2,2,3,2300,1,3,10
"725",725,165000,0.29,0,34,52400,0,0,2,2,3,1612,1,1,5
"726",726,647000,1.08,0,14,193300,0,1,2,2,2,2640,1,2.5,12
"727",727,315000,0.63,0,19,65500,0,0,4,2,3,775,0,1,6
"728",728,208000,0.34,0,26,49400,0,1,2,2,3,2470,1,2.5,10
"729",729,405000,0.58,0,6,80000,0,0,2,2,2,3124,1,3,9
"730",730,535000,1,0,14,192500,0,1,2,2,2,3254,1,2.5,12
"731",731,184020,0.4,0,34,59000,0,0,2,2,3,1544,0,2.5,7
"732",732,95000,0.17,0,139,1900,0,0,2,3,3,1410,0,1.5,9
"733",733,87550,0.46,0,44,2100,0,0,2,2,2,906,0,1,3
"734",734,131000,0.23,0,66,3600,0,0,2,2,3,1512,1,1,8
"735",735,127000,0.2,0,77,3400,0,0,2,2,3,1232,1,1,8
"736",736,104695,0.21,0,54,3500,0,0,2,2,3,921,0,1,7
"737",737,120000,0.18,0,70,3100,0,0,2,2,3,1287,0,1,4
"738",738,278500,0.16,0,17,5200,0,0,3,4,2,2600,0,3,12
"739",739,75500,0.13,0,124,1500,0,0,2,2,3,1302,0,2,8
"740",740,121900,0.47,0,20,4700,0,0,2,3,2,1144,0,1,6
"741",741,208000,0.45,0,39,5500,0,0,2,3,2,1703,0,2,6
"742",742,151000,0.59,0,15,4500,0,0,3,4,2,1553,1,2,4
"743",743,138000,0.38,0,15,1700,0,0,3,4,2,1040,0,1,3
"744",744,229000,0.55,0,11,7500,0,0,2,3,2,2124,0,3,10
"745",745,130000,0.52,0,13,4500,0,0,2,2,2,1344,0,2,5
"746",746,89900,0.46,0,66,3900,0,0,2,2,2,884,0,1,3
"747",747,145000,0.76,0,11,3800,0,0,4,2,2,1812,0,1.5,7
"748",748,86000,0.46,0,43,5500,0,0,2,2,2,880,0,1,4
"749",749,95000,0.17,0,134,2300,0,0,2,2,3,1256,0,2,5
"750",750,195000,0.34,0,15,5000,0,1,2,2,2,1826,1,2.5,6
"751",751,107325,0.1,0,126,1100,0,0,2,2,3,1134,0,1.5,7
"752",752,131000,0.54,0,41,5300,0,0,2,2,2,1916,1,2.5,8
"753",753,166900,0.75,0,3,1700,0,0,2,2,2,1272,0,1.5,7
"754",754,127000,0.43,0,39,4900,0,1,2,2,2,960,0,1,6
"755",755,119000,0.15,0,65,2500,0,0,2,2,3,1152,0,1.5,4
"756",756,92509,0.52,0,13,4500,0,0,2,2,2,840,0,1,4
"757",757,174000,0.46,0,34,5500,0,0,2,2,2,2106,0,2,11
"758",758,180000,0.52,0,10,2500,0,0,2,2,2,1632,0,2,8
"759",759,155000,0.41,0,9,300,0,0,2,2,2,1092,0,2,8
"760",760,146500,0.44,0,25,13200,0,1,2,2,2,1634,1,1.5,8
"761",761,162500,0.46,0,26,13800,0,1,2,2,2,1890,1,2.5,7
"762",762,210000,0.48,0,32,18400,0,0,2,2,2,2224,2,2.5,11
"763",763,165000,0.65,0,22,16500,0,0,3,4,2,1475,1,2,6
"764",764,123000,0.08,0,16,2100,0,0,2,2,3,1480,1,1.5,5
"765",765,150000,0.58,0,36,13300,0,0,2,2,2,1368,1,1,4
"766",766,128900,0.14,0,7,7200,0,0,2,2,3,1200,0,1,8
"767",767,88100,0.14,0,0,7400,0,1,2,2,3,840,0,1,7
"768",768,175000,0.68,0,54,25900,0,0,4,2,3,1176,0,2,8
"769",769,120975,0.13,0,0,7400,1,0,2,2,3,1380,0,2,4
"770",770,147543,0.29,0,0,11300,1,0,2,2,2,1786,0,2.5,7
"771",771,118000,0.22,0,17,3400,0,0,2,2,3,1480,0,1.5,4
"772",772,199000,0.5,0,13,15300,0,0,2,3,3,1574,1,1.5,7
"773",773,79900,0.18,0,154,7500,0,0,4,2,2,950,0,1.5,5
"774",774,279000,0.55,0,14,25300,0,1,2,2,3,3178,1,3.5,12
"775",775,90000,0.28,0,16,10600,0,0,2,2,2,1342,0,1.5,7
"776",776,91900,0.35,0,20,12000,0,1,3,4,2,1336,1,1.5,5
"777",777,153000,0.25,0,10,8400,0,0,2,2,3,1542,0,2.5,6
"778",778,170000,2.68,0,11,21400,0,0,4,3,2,2272,1,3.5,8
"779",779,145200,0.2,0,15,3400,0,0,2,2,3,1480,1,2.5,4
"780",780,296000,0.02,0,8,14000,0,0,2,2,3,2506,2,2.5,10
"781",781,150000,0.37,0,1,15800,0,0,4,2,2,1852,0,2,6
"782",782,86000,0.45,0,19,14000,0,0,2,2,2,1055,1,1,7
"783",783,118000,0.36,0,21,40000,0,0,2,2,2,1392,0,1.5,7
"784",784,155000,0.75,0,53,6500,0,0,4,2,2,1608,1,2,5
"785",785,222500,0.69,0,15,16900,0,0,2,2,3,1564,1,2,6
"786",786,250000,0.46,0,17,18400,0,1,2,2,2,2068,1,2.5,10
"787",787,365000,0.69,0,13,21900,0,1,4,2,2,2516,0,2.5,11
"788",788,120000,0.89,0,14,19300,0,0,3,4,2,1684,0,1.5,5
"789",789,193000,0.47,0,18,14100,0,0,2,3,2,1481,0,1.5,5
"790",790,85568,0.15,0,67,2600,0,0,4,3,3,999,0,1,6
"791",791,82000,0.46,0,17,4420,0,0,4,3,3,896,0,1,3
"792",792,225000,0.77,0,50,3000,0,0,4,3,2,792,1,1,7
"793",793,240000,0.85,0,34,50400,0,0,4,3,2,2747,2,3.5,12
"794",794,234900,0.01,0,1,43300,1,1,2,2,3,2277,0,2.5,8
"795",795,112000,0.02,0,19,14900,0,1,2,2,3,1281,1,2.5,6
"796",796,261000,0.57,0,14,43200,0,1,2,2,3,2462,1,2.5,10
"797",797,400000,0.6,0,9,57000,0,1,2,2,3,2897,2,2.5,12
"798",798,310000,0.41,0,4,37600,0,1,3,2,3,2672,1,3.5,8
"799",799,182000,0.29,0,21,26300,0,0,2,2,3,1932,0,1.5,8
"800",800,187500,0.47,0,11,25500,0,0,2,2,3,1320,0,2.5,7
"801",801,405000,0.61,0,6,23900,0,1,2,2,3,3296,1,2.5,12
"802",802,420000,1.14,0,6,82100,0,1,2,2,3,3279,1,3,11
"803",803,359000,0.48,0,4,37100,0,1,2,2,3,3204,1,2.5,9
"804",804,120000,0.01,0,16,9900,0,1,3,4,3,1217,0,2.5,6
"805",805,171500,0.31,0,37,21500,0,0,2,3,3,1782,1,1.5,6
"806",806,159900,0.21,0,16,28800,0,1,2,2,3,1180,1,1.5,6
"807",807,186500,0.21,0,16,28000,0,1,3,2,3,1452,1,2,8
"808",808,260000,0.46,0,13,36600,0,1,2,2,3,2140,1,2.5,8
"809",809,115000,0.01,0,16,9900,0,1,3,4,3,1219,0,1.5,6
"810",810,191000,0.44,0,39,24100,0,0,2,3,3,1518,1,1.5,5
"811",811,355465,0.35,0,0,233000,1,1,2,2,3,3328,1,2.5,12
"812",812,339900,0.57,0,10,54600,0,1,2,2,3,2344,0,2.5,10
"813",813,90000,0.49,0,74,10600,0,0,2,2,2,960,0,1,7
"814",814,245000,0.04,0,6,28800,0,0,2,2,3,1544,0,2.5,8
"815",815,320900,0.46,0,7,36400,0,1,2,2,3,2873,1,2.5,8
"816",816,159000,0.22,0,18,29600,0,1,2,2,3,1180,1,1.5,6
"817",817,174900,0.62,0,38,15100,0,0,2,2,2,1368,0,1.5,6
"818",818,293500,0.49,0,10,38400,0,1,2,2,3,1904,1,2.5,8
"819",819,210000,0.51,0,11,26900,0,0,2,2,3,1320,0,2,8
"820",820,182500,1,0,34,25200,0,0,2,2,2,1594,1,1.5,5
"821",821,219900,0.46,0,8,38100,0,1,2,2,3,1847,1,2.5,7
"822",822,370000,0.46,0,1,36600,1,1,2,2,3,3125,1,2.5,12
"823",823,286000,0.47,0,7,20000,0,0,2,2,3,2004,1,2.5,10
"824",824,169900,0.49,0,36,27800,0,1,2,2,3,1623,1,1.5,8
"825",825,161000,0.23,0,40,22000,0,0,4,3,3,1120,0,1,7
"826",826,287000,0.36,0,2,53900,0,1,2,2,3,2363,1,2.5,11
"827",827,315000,0.94,0,9,48200,0,0,2,2,3,2572,1,2.5,11
"828",828,177000,0.34,0,25,9200,0,0,3,4,2,1548,0,1.5,5
"829",829,332000,1,0,11,26700,0,1,2,2,3,2734,0,2.5,11
"830",830,249000,0.53,0,8,38800,0,1,2,2,3,1462,1,2,5
"831",831,179000,0.09,0,15,25500,0,0,2,2,3,1558,0,2.5,7
"832",832,150000,0.52,0,34,14000,0,0,4,3,2,1664,0,1.5,8
"833",833,225000,0.37,0,16,24500,0,0,2,2,3,1877,1,3,10
"834",834,182000,0.33,0,37,21400,0,0,2,2,3,1838,1,1,7
"835",835,329900,0.5,0,9,37800,0,1,2,2,3,2368,1,2.5,11
"836",836,165000,0.33,0,32,22500,0,0,2,3,3,2104,1,1.5,11
"837",837,180000,0.31,0,16,36800,0,0,2,2,3,1180,0,1.5,7
"838",838,321000,0.53,0,11,38800,0,1,2,2,3,2399,1,2.5,11
"839",839,180000,0.11,0,15,15400,0,0,2,2,3,1232,1,1.5,4
"840",840,178000,0.14,0,17,19600,0,1,2,2,3,1180,0,1.5,6
"841",841,279900,0.55,0,2,39500,0,0,2,2,3,2022,1,2.5,9
"842",842,179000,0.14,0,19,21000,0,1,2,2,3,1364,1,1.5,5
"843",843,183000,0.15,0,17,21000,0,1,2,2,3,1343,1,2.5,6
"844",844,500000,1,0,70,35900,0,0,4,2,2,1492,0,1,7
"845",845,170000,0.37,0,37,24500,0,0,2,3,3,999,1,1,6
"846",846,179000,0.34,0,24,27000,0,0,2,2,3,2102,1,2.5,9
"847",847,184900,0.32,0,18,27000,0,0,2,2,3,1656,1,1.5,4
"848",848,177500,0.33,0,18,27000,0,0,3,2,3,1561,0,1.5,7
"849",849,112500,0.15,0,19,15700,0,0,3,4,3,988,0,2,7
"850",850,180000,0.32,0,17,27000,0,0,2,3,3,1765,1,2,9
"851",851,10300,0.16,0,20,15700,0,0,3,4,3,912,1,1.5,4
"852",852,137900,0.16,0,17,15100,0,0,3,4,3,1592,0,1.5,7
"853",853,144000,0.06,0,54,3600,0,0,3,4,3,1344,0,1,8
"854",854,131600,0.16,0,17,15100,0,0,3,4,3,1385,1,1.5,7
"855",855,123500,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,5
"856",856,123000,0.15,0,17,15100,0,0,3,4,3,1679,0,1.5,7
"857",857,109000,0.15,0,20,15700,0,0,3,4,3,908,0,1,7
"858",858,173000,0.31,0,16,27000,0,1,2,2,3,1527,1,2,5
"859",859,105000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,3
"860",860,122500,0.15,0,18,15100,0,0,3,4,3,1184,0,1.5,3
"861",861,191000,0.46,0,26,24500,0,0,3,4,3,1719,1,1.5,7
"862",862,149000,0.16,0,19,15100,0,0,3,4,2,1080,1,1,6
"863",863,205000,0.33,0,16,27000,0,0,3,4,3,2118,1,2,9
"864",864,225000,0.33,0,16,27000,0,0,3,4,3,2527,0,1.5,10
"865",865,210000,0.49,0,15,25000,0,0,2,2,2,1592,1,1.5,8
"866",866,188900,0.32,0,18,27000,0,0,3,4,3,1294,0,1,4
"867",867,192000,0.94,0,33,25200,0,0,2,3,2,1974,1,2.5,8
"868",868,137500,0.16,0,17,15700,0,0,3,4,3,988,1,2,7
"869",869,200000,0.36,0,20,27000,0,0,2,2,3,1508,1,2,8
"870",870,126000,0.16,0,17,15600,0,0,3,4,3,908,0,1,4
"871",871,214500,0.35,0,20,27000,0,0,3,4,3,1910,1,2,7
"872",872,152000,0.15,0,18,15700,0,0,3,4,3,912,0,1.5,5
"873",873,115000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,5
"874",874,88000,0.16,0,19,15700,0,0,3,4,3,988,0,2,4
"875",875,170000,0.35,0,20,27000,0,0,3,4,3,1748,0,2,4
"876",876,137000,0.16,0,18,15700,0,0,3,4,3,912,1,1.5,3
"877",877,145000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,8
"878",878,202000,0.43,0,15,25000,0,0,2,2,2,1300,0,1.5,7
"879",879,130000,0.15,0,17,15600,0,0,3,4,3,908,0,1,7
"880",880,265000,1,0,25,21700,0,0,3,4,2,1900,0,2,7
"881",881,185000,0.33,0,16,27000,0,0,3,4,3,2191,1,2.5,7
"882",882,130000,0.16,0,25,15100,0,1,2,2,3,1080,1,1,4
"883",883,190000,0.59,0,15,25000,0,1,2,2,2,1300,1,1.5,5
"884",884,204000,0.4,0,1,15000,0,0,2,2,3,2458,1,2.5,10
"885",885,125000,0.35,0,22,10500,0,0,3,4,3,1040,0,1,4
"886",886,349900,0.44,0,0,13000,1,0,2,2,3,2886,1,3,12
"887",887,142000,0.14,0,8,3700,0,0,2,2,3,1840,0,1,6
"888",888,132500,0.37,0,19,13000,0,0,3,4,3,1988,0,1,4
"889",889,220000,1,0,43,22900,0,0,4,2,2,672,0,1,3
"890",890,160000,1.96,0,13,18400,0,0,4,2,2,1512,0,2,4
"891",891,10300,0.16,0,20,15700,0,0,3,4,3,912,1,1.5,6
"892",892,95000,0.15,0,19,15700,0,0,3,4,3,912,0,1.5,6
"893",893,122055,0.15,0,17,15000,0,0,3,4,3,1385,0,1.5,5
"894",894,149000,0.31,0,18,27000,0,0,2,2,3,1508,1,1.5,8
"895",895,115000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,5
"896",896,140000,0.15,0,19,15100,0,0,3,4,3,1628,0,2.5,6
"897",897,137900,0.16,0,17,15100,0,0,3,4,3,1592,0,1.5,5
"898",898,144000,0.06,0,54,3600,0,0,3,4,3,1344,0,1,7
"899",899,131600,0.16,0,17,15100,0,0,3,4,3,1385,1,1.5,7
"900",900,123500,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,4
"901",901,123000,0.15,0,17,15100,0,0,3,4,3,1679,0,1.5,4
"902",902,109000,0.15,0,20,15700,0,0,3,4,3,908,0,1,3
"903",903,173000,0.31,0,16,27000,0,1,2,2,3,1527,1,2,7
"904",904,105000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,3
"905",905,122500,0.15,0,18,15100,0,0,3,4,3,1184,0,1.5,3
"906",906,191000,0.46,0,26,24500,0,0,3,4,3,1719,1,1.5,5
"907",907,149000,0.16,0,19,15100,0,0,3,4,2,1080,1,1,5
"908",908,205000,0.33,0,16,27000,0,0,3,4,3,2118,1,2,10
"909",909,225000,0.33,0,16,27000,0,0,3,4,3,2527,0,1.5,8
"910",910,210000,0.49,0,15,25000,0,0,2,2,2,1592,1,1.5,7
"911",911,188900,0.32,0,18,27000,0,0,3,4,3,1294,0,1,4
"912",912,192000,0.94,0,33,25200,0,0,2,3,2,1974,1,2.5,9
"913",913,137500,0.16,0,17,15700,0,0,3,4,3,988,1,2,3
"914",914,200000,0.36,0,20,27000,0,0,2,2,3,1508,1,2,7
"915",915,126000,0.16,0,17,15600,0,0,3,4,3,908,0,1,4
"916",916,214500,0.35,0,20,27000,0,0,3,4,3,1910,1,2,10
"917",917,152000,0.15,0,18,15700,0,0,3,4,3,912,0,1.5,7
"918",918,115000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,7
"919",919,88000,0.16,0,19,15700,0,0,3,4,3,988,0,2,5
"920",920,170000,0.35,0,20,27000,0,0,3,4,3,1748,0,2,6
"921",921,137000,0.16,0,18,15700,0,0,3,4,3,912,1,1.5,6
"922",922,145000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,7
"923",923,202000,0.43,0,15,25000,0,0,2,2,2,1300,0,1.5,4
"924",924,130000,0.15,0,17,15600,0,0,3,4,3,908,0,1,5
"925",925,265000,1,0,25,21700,0,0,3,4,2,1900,0,2,8
"926",926,185000,0.33,0,16,27000,0,0,3,4,3,2191,1,2.5,8
"927",927,130000,0.16,0,25,15100,0,1,2,2,3,1080,1,1,5
"928",928,190000,0.59,0,15,25000,0,1,2,2,2,1300,1,1.5,5
"929",929,204000,0.4,0,1,15000,0,0,2,2,3,2458,1,2.5,11
"930",930,125000,0.35,0,22,10500,0,0,3,4,3,1040,0,1,8
"931",931,349900,0.44,0,0,13000,1,0,2,2,3,2886,1,3,11
"932",932,142000,0.14,0,8,3700,0,0,2,2,3,1840,0,1,7
"933",933,132500,0.37,0,19,13000,0,0,3,4,3,1988,0,1,5
"934",934,220000,1,0,43,22900,0,0,4,2,2,672,0,1,5
"935",935,160000,1.96,0,13,18400,0,0,4,2,2,1512,0,2,6
"936",936,156900,0.28,0,52,23200,0,0,4,2,2,1635,0,1.5,5
"937",937,138000,0.31,0,39,25100,0,0,2,2,3,1672,0,1.5,5
"938",938,166000,0.25,0,26,29000,0,1,2,2,3,1892,2,2,6
"939",939,195000,0.56,0,18,30800,0,0,2,3,3,1652,1,2,6
"940",940,295600,0.6,0,21,91600,0,1,2,2,2,2513,1,2.5,8
"941",941,460000,0.47,0,1,14100,0,1,2,2,3,3336,1,3.5,12
"942",942,126000,0.05,0,17,16000,0,1,2,2,3,1302,1,1.5,4
"943",943,220300,0.58,0,16,38200,0,1,2,2,3,2006,1,2,5
"944",944,175000,0.29,0,27,22700,0,1,2,2,3,1836,1,1.5,8
"945",945,255000,1,0,49,69600,0,0,4,2,2,1994,1,2,9
"946",946,185000,0.5,0,19,29000,0,0,2,3,3,1652,1,2,6
"947",947,234000,0.57,0,8,31100,0,0,2,2,3,1888,1,2.5,7
"948",948,133500,0.08,0,19,17200,0,1,2,2,3,1480,1,1.5,5
"949",949,151000,0.2,0,19,19000,0,0,3,4,3,1234,1,2,7
"950",950,157500,0.3,0,31,24500,0,0,2,2,3,1778,1,1.5,7
"951",951,285000,0.65,0,23,72000,0,1,2,2,3,2514,1,2.5,10
"952",952,217500,0.56,0,35,30800,0,0,2,3,3,2700,1,2.5,10
"953",953,300000,0.7,0,21,39200,0,1,2,2,3,2330,1,3.5,8
"954",954,161225,0.6,0,33,32000,0,0,2,3,3,2676,1,2.5,11
"955",955,217000,2.85,0,25,54700,0,1,3,4,2,2180,1,2,8
"956",956,250000,0.47,0,21,48300,0,1,2,2,3,2284,1,2.5,9
"957",957,124000,0.06,0,19,16400,0,0,3,4,3,1314,0,1.5,6
"958",958,248000,0.41,0,35,44300,0,0,2,2,2,2396,1,2.5,11
"959",959,187000,0.57,0,45,33200,0,0,2,3,2,2088,1,2,8
"960",960,195000,0.48,0,39,28200,0,0,2,3,3,2310,1,2.5,11
"961",961,239900,0.53,0,19,65800,0,1,2,2,3,2040,1,2.5,10
"962",962,475000,12.2,0,19,111300,0,1,3,2,2,2599,1,2.5,11
"963",963,246000,0.61,0,16,29100,0,0,2,3,3,1702,1,1.5,6
"964",964,219900,0.49,0,18,28600,0,0,2,3,3,2125,1,2.5,8
"965",965,193500,0.6,0,38,32000,0,0,2,3,3,2310,1,2.5,10
"966",966,122000,0.12,0,31,18200,0,1,2,2,3,1431,0,1.5,8
"967",967,118000,0.15,0,20,18500,0,0,2,3,3,924,0,1,7
"968",968,125000,0.77,0,126,36300,0,0,2,2,2,1799,1,1,6
"969",969,101000,0.26,0,23,18200,0,0,3,4,3,976,0,2,5
"970",970,249000,0.66,0,19,53000,0,1,2,2,3,2217,1,2.5,8
"971",971,180000,0.57,0,102,25800,0,0,4,3,2,1969,2,1,6
"972",972,292500,0.47,0,19,75200,0,1,2,2,3,2376,1,2.5,8
"973",973,199500,0.48,0,18,36700,0,0,2,3,3,1585,1,1.5,5
"974",974,205100,0.46,0,32,32700,0,0,2,2,3,1453,1,2,7
"975",975,330000,0.57,0,12,67300,0,1,4,2,3,2973,1,3,11
"976",976,179000,0.43,0,37,31400,0,0,2,2,3,1612,1,1.5,7
"977",977,342000,0.58,0,4,17400,0,1,2,2,3,2734,1,2.5,9
"978",978,145000,0.15,0,22,18500,0,1,3,4,3,1479,1,1.5,5
"979",979,66000,0.14,0,19,18400,0,1,3,4,3,945,0,1,3
"980",980,269900,0.4,0,25,25000,0,0,2,3,3,1938,1,2.5,8
"981",981,154000,0.1,0,174,32800,0,0,4,2,2,1364,1,1,9
"982",982,454900,0.5,0,2,15000,0,1,2,2,3,3242,1,2.5,11
"983",983,249900,0.42,0,23,57500,0,1,2,2,3,1571,2,2,7
"984",984,165000,0.09,0,21,17600,0,1,3,4,3,1314,1,1.5,6
"985",985,329000,0.46,0,3,16100,0,1,2,2,3,2413,1,1.5,11
"986",986,49387,0.48,0,56,31800,0,0,4,2,2,900,1,1,5
"987",987,445000,0.58,0,0,17400,0,1,2,2,3,3157,1,3.5,10
"988",988,73000,0.28,0,102,22400,0,0,4,3,2,908,1,1,7
"989",989,125000,0.13,0,20,18300,0,0,3,4,3,924,0,1,6
"990",990,146500,0.12,0,18,18200,0,1,3,4,3,1138,1,1,6
"991",991,209000,0.45,0,38,27000,0,0,2,3,3,2310,1,2.5,12
"992",992,196500,0.46,0,30,30400,0,0,2,2,3,1874,1,2,9
"993",993,157000,0.29,0,20,20300,0,0,3,4,3,1228,0,1.5,6
"994",994,125500,0.06,0,19,16400,0,1,2,2,3,1479,1,1.5,5
"995",995,190000,0.44,0,38,31800,0,0,2,2,3,1612,0,1.5,6
"996",996,250000,0.49,0,22,48800,0,1,3,4,3,2088,1,2.5,6
"997",997,255000,0.4,0,4,30000,0,0,2,2,3,2131,1,2.5,10
"998",998,129700,0.15,0,20,18500,0,0,2,2,3,924,1,1,5
"999",999,65000,0.34,0,74,24800,0,0,3,4,2,1692,0,1.5,8
"1000",1000,107000,0.28,0,82,12600,0,0,2,2,2,1568,0,1,7
"1001",1001,255000,0.57,0,35,33200,0,1,2,2,3,2262,1,2.5,9
"1002",1002,398000,0.61,0,8,71200,0,1,2,2,3,2960,1,2.5,10
"1003",1003,176000,0.45,0,31,27000,0,0,2,3,3,1683,1,2.5,8
"1004",1004,249900,0.86,0,36,35800,0,1,2,3,3,2680,1,3.5,12
"1005",1005,244900,0.38,0,26,40100,0,0,4,2,2,2742,1,3,8
"1006",1006,220000,0.5,0,30,29000,0,0,2,3,3,2012,1,2.5,10
"1007",1007,241000,0.35,0,31,27800,0,0,2,2,3,2702,1,1.5,9
"1008",1008,159900,0.13,0,21,18300,0,1,2,2,3,1314,1,1.5,6
"1009",1009,177555,0.56,0,38,34800,0,0,2,2,3,1672,1,1.5,8
"1010",1010,95000,0.2,0,55,7700,0,0,4,2,2,1200,0,1,4
"1011",1011,5000,0.29,0,4,35800,0,1,2,2,3,1700,1,2.5,6
"1012",1012,264900,0.5,0,40,29000,0,0,2,3,3,2652,1,3.5,12
"1013",1013,315000,0.77,0,16,74400,0,1,2,3,3,3062,1,2.5,9
"1014",1014,155000,0.09,0,25,17600,0,1,2,2,3,1290,1,1.5,5
"1015",1015,130000,0.22,0,23,15400,0,0,3,4,3,1012,0,2,5
"1016",1016,238000,0.71,0,35,35100,0,0,2,3,3,2310,1,2.5,7
"1017",1017,224000,0.33,0,31,26500,0,0,2,2,3,2026,1,2.5,7
"1018",1018,211000,1,0,18,31800,0,1,2,2,1,1404,0,1,6
"1019",1019,279000,0.23,0,13,34100,0,1,2,2,2,1782,0,1,8
"1020",1020,242000,0.11,0,15,42000,0,1,2,2,3,2002,1,2.5,8
"1021",1021,199875,0.61,0,36,35100,0,1,2,2,3,1782,1,1.5,7
"1022",1022,259900,0.46,0,11,27400,0,1,4,2,3,2212,1,2.5,10
"1023",1023,200000,1.28,0,84,34600,0,1,4,4,2,1872,0,1,7
"1024",1024,212000,0.71,0,36,35100,0,0,2,3,3,1804,1,2.5,7
"1025",1025,230000,0.47,0,41,27800,0,0,2,3,3,1910,1,2.5,5
"1026",1026,189000,0.42,0,28,30900,0,1,2,2,3,1632,1,1.5,7
"1027",1027,313635,1.93,0,16,131500,0,1,2,2,2,3824,2,4,12
"1028",1028,185000,0.48,0,32,33600,0,0,2,2,3,1196,0,1.5,5
"1029",1029,239900,0.42,0,30,23200,0,1,2,3,3,2259,1,2.5,11
"1030",1030,202000,0.48,0,39,25400,0,1,2,3,3,1690,1,2,6
"1031",1031,155000,0.12,0,19,18200,0,1,2,3,3,1227,1,2,6
"1032",1032,120000,1.48,0,57,36000,0,0,2,2,2,1278,1,1,7
"1033",1033,78000,0.33,0,77,33500,0,0,4,2,2,668,0,1,2
"1034",1034,311000,0.46,0,17,60500,0,1,2,3,3,2762,1,2.5,8
"1035",1035,198000,0.32,0,38,42500,0,0,2,2,2,1558,1,1,4
"1036",1036,158500,0.92,0,11,36100,0,0,3,4,2,1352,0,2,5
"1037",1037,227000,0.46,0,37,27400,0,0,2,3,3,1920,1,2.5,9
"1038",1038,265900,0.34,0,6,36000,0,0,2,2,3,1940,1,2.5,7
"1039",1039,163000,0.23,0,30,19300,0,0,2,2,3,1249,0,1.5,8
"1040",1040,165000,0.28,0,27,19600,0,0,2,3,3,1576,0,2.5,4
"1041",1041,151000,0.07,0,30,16800,0,1,2,2,3,1419,0,1.5,4
"1042",1042,200000,0.29,0,4,35800,0,1,2,2,3,1700,1,2.5,7
"1043",1043,299900,0.77,0,15,38700,0,1,2,2,3,2748,1,3.5,8
"1044",1044,210000,0.33,0,18,35500,0,1,2,2,3,1792,1,2.5,7
"1045",1045,220000,0.66,0,36,35300,0,0,3,4,2,1724,0,1.5,8
"1046",1046,326900,1,0,15,83600,0,1,2,2,3,2692,1,3.5,8
"1047",1047,204900,0.39,0,29,24600,0,0,4,3,3,1734,1,2.5,7
"1048",1048,234000,0.31,0,32,25100,0,0,2,2,3,2014,1,1.5,7
"1049",1049,236000,0.42,0,36,30900,0,0,2,2,3,2056,1,1.5,9
"1050",1050,124000,0.46,0,36,32700,0,0,2,2,3,1745,0,1.5,6
"1051",1051,199100,0.14,0,13,18400,0,1,2,2,3,1352,1,1.5,5
"1052",1052,245000,0.5,0,30,29000,0,0,2,3,3,2259,1,2.5,9
"1053",1053,264000,0.35,0,33,35300,0,0,2,2,2,2572,1,2.5,11
"1054",1054,105000,0.15,0,18,18500,0,0,3,4,3,924,1,1,7
"1055",1055,187000,0.32,0,21,35000,0,1,2,2,3,2000,0,1.5,7
"1056",1056,127000,0.17,0,21,11900,0,1,2,2,3,929,0,1.5,6
"1057",1057,100000,0.48,0,42,15800,0,0,4,2,2,1540,0,1,7
"1058",1058,251000,0.77,0,44,47000,0,1,4,2,2,1730,1,2,9
"1059",1059,105000,0.95,0,50,36800,0,0,4,3,2,1500,1,1,5
"1060",1060,431250,0.53,0,10,65800,0,1,2,2,3,2522,1,2.5,12
"1061",1061,149900,0.06,0,19,16400,0,1,3,4,3,1479,1,1.5,4
"1062",1062,180000,0.46,0,36,32700,0,1,2,2,3,1922,1,1.5,9
"1063",1063,123500,0.18,0,20,12600,0,0,2,2,3,1215,1,1.5,5
"1064",1064,253000,0.47,0,33,33200,0,1,2,2,3,2772,2,3,12
